,DJI,DJV,S&P,FTSE,FTV,STI,STIV,SG/D,P/D,SGPRIME,UKPRIME,USPRIME,USINF,UKINF,SGINF
10-Oct-90,2407.92,93239.1,300.39,2121.8,1430778,1090.14,114765,0.5777,1.967,7.5,15,10,6.29,10.89,3.85
17-Oct-90,2387.88,109734,298.76,2068,723189,1098.6,,0.5826,1.9605,7.5,15,10,6.29,10.89,3.85
24-Oct-90,2504.22,120372.1,312.6,2110.5,682720,1211.01,291083,0.5857,1.9575,7.5,15,10,6.29,10.89,3.85
31-Oct-90,2442.34,90388.5,304,2050.3,671949,1153.95,187624,0.5865,1.947,7.5,15,10,6.29,10.89,3.85
7-Nov-90,2440.84,48954.3,306.01,2059.2,682450,1108.47,136113,0.5877,1.967,7.5,15,10,6.27,9.7,3.51
14-Nov-90,2559.65,96464.4,320.4,2046,715242,1114.82,143461,0.5839,1.961,7.5,15,10,6.27,9.7,3.51
21-Nov-90,2539.36,97137.8,316.03,2126.3,835053,1126.98,181499,0.5846,1.97,7.5,15,10,6.27,9.7,3.51
28-Nov-90,2535.14,56313.4,317.95,2144.3,908234,1115.82,135322,0.5874,1.971,7.5,15,10,6.27,9.7,3.51
5-Dec-90,2610.4,114455.6,329.92,2152.6,903415,1124.22,190115,0.5819,1.926,6.5,15,10,6.11,9.34,3.72
12-Dec-90,2622.28,104685.4,330.19,2156.9,845173,1184.69,294310,0.5836,1.949,6.5,15,10,6.11,9.34,3.72
19-Dec-90,2626.74,85629.6,330.2,2178.7,939103,1173.64,221025,0.579,1.932,6.5,15,10,6.11,9.34,3.72
26-Dec-90,2637.12,69337.8,330.85,2156.3,,1171.94,,0.5711,1.8825,6.5,15,9.75,6.11,9.34,3.72
2-Jan-91,2610.64,43654.4,326.45,2128.3,,1153.48,,0.5754,1.9435,6.5,15,9.75,5.65,8.95,3.27
9-Jan-91,2470.3,78972.7,311.49,2128.9,574104,1167.29,128609,0.5682,1.8975,6.5,15,9.5,5.65,8.95,3.27
16-Jan-91,2508.92,70441.4,316.17,2054.8,542370,1149.08,,0.5661,1.906,6.5,15,9.5,5.65,8.95,3.27
23-Jan-91,2619.06,139663.2,330.21,2080.5,757888,1200.26,280566,0.5777,1.959,6.5,15,9.5,5.65,8.95,3.27
30-Jan-91,2713.1,114610.6,340.91,2152.6,924070,1248.44,355661,0.578,1.9605,6.5,15,9.5,5.65,8.95,3.27
6-Feb-91,2830.94,148836.3,358.07,2194.8,1072717,1286.17,,0.5857,2.004,6.5,15,9,5.31,8.9,3.91
13-Feb-91,2909.16,143748.7,369.02,2267.8,1023016,1323.25,466825,0.5848,1.982,6.5,14.5,9,5.31,8.9,3.91
20-Feb-91,2899.02,116303.9,365.14,2296.8,1056006,1397.4,837660,0.5804,1.9485,6.5,14.5,9,5.31,8.9,3.91
27-Feb-91,2889.12,118732.4,367.74,2348,916811,1443.35,686775,0.5795,1.918,6.5,14,8.875,5.31,8.9,3.91
6-Mar-91,2973.28,134643.1,376.17,2459.9,1272283,1509.17,,0.5742,1.894,6.5,14,8.875,4.9,8.24,3.82
13-Mar-91,2955.2,82934.9,374.57,2448.2,1006089,1485.19,1053776,0.5727,1.8625,6.5,14,8.875,4.9,8.24,3.82
20-Mar-91,2872.04,131430.1,367.92,2441.2,943297,1459.69,650273,0.565,1.7875,6.5,14,8.875,4.9,8.24,3.82
27-Mar-91,2917.58,108863.9,375.35,2464.6,850280,1472.5,404561,0.5587,1.7385,6.5,13.5,8.875,4.9,8.24,3.82
3-Apr-91,2926.74,75833.6,378.94,2519.1,,1488.07,389742,0.5659,1.7725,6.5,13.5,8.875,4.89,6.39,3.8
10-Apr-91,2874.5,90693.4,373.15,2518.8,933302,1460.16,,0.5693,1.7735,6.5,13.5,8.875,4.89,6.39,3.8
17-Apr-91,3004.46,127315.1,390.45,2545,806502,1513.52,284968,0.5703,1.7875,6.5,13,8.875,4.89,6.39,3.8
24-Apr-91,2949.52,108914.8,382.76,2488.6,690358,1536.67,422329,0.5631,1.6985,6.5,13,9,4.89,6.39,3.8
1-May-91,2930.2,99324.3,380.29,2508.4,691501,1553.94,386620,0.5696,1.7225,6.5,13,8.75,4.95,5.78,3.9
8-May-91,2930.9,85502.6,378.51,2523.4,,1523.15,259709,0.5647,1.7205,6.5,13,8.5,4.95,5.78,3.9
15-May-91,2865.38,103745.1,368.57,2459.4,749930,1513.4,182921,0.5669,1.7535,6.5,13,8.5,4.95,5.78,3.9
22-May-91,2910.34,81974.2,376.19,2465.9,702007,1525.03,215632,0.5642,1.7285,6.5,13,8.5,4.95,5.78,3.9
29-May-91,2969.6,76051.1,382.79,2492.9,,1549.59,323640,0.5666,1.728,6.5,12.5,8.5,4.95,5.78,3.9
5-Jun-91,3005.36,116086.9,385.09,2521.5,696598,1558.06,269623,0.5647,1.693,6.5,12.5,8.5,4.7,5.84,3.89
12-Jun-91,2961.98,83317.6,376.65,2520.2,715042,1541.84,176535,0.5596,1.6445,6.5,12.5,8.5,4.7,5.84,3.89
19-Jun-91,2955.5,92939,375.09,2484.7,616604,1514.22,161247,0.5596,1.635,6.5,12.5,8.5,4.7,5.84,3.89
26-Jun-91,2913.02,108707.3,371.59,2437.3,624692,1502.59,177041,0.5658,1.638,6.5,12.5,8.5,4.7,5.84,3.89
3-Jul-91,2934.7,93699.3,373.33,2448.2,778469,1486.73,188378,0.5647,1.6065,7,12.5,8.5,4.45,5.52,4
10-Jul-91,2944.76,58308.3,375.74,2508.4,673001,1476.17,252950,0.57,1.6225,7,12.5,8.5,4.45,5.52,4
17-Jul-91,2978.76,81734.9,381.18,2561,922330,1454.99,166695,0.5708,1.65,7,12,8.5,4.45,5.52,4
24-Jul-91,2966.24,95152.9,378.64,2580.5,853455,1501.33,302504,0.5727,1.6923,7,12,8.5,4.45,5.52,4
31-Jul-91,3024.82,80631.8,387.81,2588.8,888411,1482.87,222021,0.5736,1.6865,7,12,8.5,4.45,5.52,4
7-Aug-91,3026.62,89843.8,390.56,2597.4,754823,1465.55,181169,0.5794,1.7125,7,12,8.5,3.8,4.68,3.66
14-Aug-91,3005.38,95274.4,389.9,2608.8,767543,1434.07,205967,0.5811,1.6855,7,12,8.5,3.8,4.68,3.66
21-Aug-91,3001.78,132558.3,390.59,2601.9,1008002,1345.45,394231,0.5799,1.6915,7,12,8.5,3.8,4.68,3.66
28-Aug-91,3055.24,80731.4,396.64,2624.2,,1390.2,268687,0.5814,1.6885,7,12,8.5,3.8,4.68,3.66
4-Sep-91,3008.5,57661.2,389.97,2664.6,722403,1426.42,236566,0.5821,1.695,7,12,8.5,3.39,4.1,3.1
11-Sep-91,2987.1,98844,385.09,2626.6,662737,1417.93,163412,0.5872,1.728,7,11.5,8.5,3.39,4.1,3.1
18-Sep-91,3017.88,88158.3,386.94,2583.6,1035166,1385.34,196830,0.5908,1.7305,7,11.5,8,3.39,4.1,3.1
25-Sep-91,3021.02,106128.8,386.88,2597.8,907611,1377.46,112504,0.5907,1.735,7,11.5,8,3.39,4.1,3.1
2-Oct-91,3012.52,77700.3,388.26,2644.2,877802,1357.04,188228,0.5931,1.7495,7,11.5,8,2.92,3.68,2.33
9-Oct-91,2946.34,111070.5,376.8,2584.1,611132,1338.99,157016,0.5889,1.72,7,11.5,8,2.92,3.68,2.33
16-Oct-91,3061.72,99379.6,392.8,2579,768860,1370.23,211014,0.59,1.708,7.25,11.5,8,2.92,3.68,2.33
23-Oct-91,3040.92,103226.4,387.94,2561.1,777650,1424.58,,0.5889,1.6995,7.25,11.5,8,2.92,3.68,2.33
30-Oct-91,3071.78,94987.8,392.96,2577.1,846762,1402.5,300670,0.5907,1.7425,7.25,11.5,8,2.92,3.68,2.33
6-Nov-91,3038.46,80204.8,389.97,2534.2,760415,1443.79,243341,0.5956,1.7725,7.25,11.5,7.5,2.99,4.31,2.55
13-Nov-91,3065.3,87095.1,397.41,2546.5,916842,1472.41,599427,0.5958,1.773,7.25,11.5,7.5,2.99,4.31,2.55
20-Nov-91,2930,126330.7,378.53,2472.6,1030238,1443.15,372288,0.6011,1.7965,7.25,11.5,7.5,2.99,4.31,2.55
27-Nov-91,2900,100190.3,376.55,2447.5,909324,1456.4,160978,0.5995,1.7685,7.25,11.5,7.5,2.99,4.31,2.55
4-Dec-91,2911.7,64767.1,380.07,2423.8,866279,1438.44,120719,0.6019,1.781,7.25,11.5,7.5,3.06,4.46,2.96
11-Dec-91,2865.4,100469.6,377.7,2380.2,942148,1422.73,124517,0.6048,1.806,7.25,11.5,7.5,3.06,4.46,2.96
18-Dec-91,2908.1,95177.9,383.48,2413.6,1001959,1438.18,168094,0.6073,1.831,7.25,11.5,7.5,3.06,4.46,2.96
25-Dec-91,3051,112003.8,399.33,2384.4,,1445.43,,0.6139,1.8725,6.5,11.5,6.5,3.06,4.46,2.96
1-Jan-92,3168.8,90134.8,417.09,2493.1,,1490.7,,0.6171,1.8695,6.5,11.5,6.5,2.6,4.15,2.85
8-Jan-92,3203.9,129001.1,418.1,2467.1,945380,1494.55,245501,0.6169,1.88,6.5,11.5,6.5,2.6,4.15,2.85
15-Jan-92,3258.5,126669.6,420.77,2537.1,1052706,1509.3,261244,0.6064,1.748,6.5,11.5,6.5,2.6,4.15,2.85
22-Jan-92,3255.8,141815.1,418.13,2522,1117322,1541.3,408405,0.6127,1.805,5.75,11.5,6.5,2.6,4.15,2.85
29-Jan-92,3225,121296.8,410.34,2546.5,892360,1532.83,217075,0.6107,1.796,5.75,11.5,6.5,2.6,4.15,2.85
5-Feb-92,3257.6,112881.8,413.84,2547.1,1010887,1525.97,139543,0.6116,1.816,5.75,11.5,6.5,2.82,4.13,1.78
12-Feb-92,3276.8,113220.3,417.13,2523.7,841966,1521.1,267039,0.6124,1.7875,5.75,11.5,6.5,2.82,4.13,1.78
19-Feb-92,3230.3,88359.2,408.26,2536.7,1063458,1511.22,275338,0.6085,1.754,5.75,11.5,6.5,2.82,4.13,1.78
26-Feb-92,3283.3,112699.6,415.35,2565,1039645,1484.42,330537,0.6079,1.7551,5.75,11.5,6.5,2.82,4.13,1.78
4-Mar-92,3268.6,96223.6,409.33,2558.4,1087447,1459.92,226314,0.6068,1.7243,5.75,11.5,6.5,3.19,4.03,2.1
11-Mar-92,3208.6,91599.6,404.03,2522.4,943383,1447.67,160921,0.5958,1.714,5.75,11.5,6.5,3.19,4.03,2.1
18-Mar-92,3254.3,85396.9,409.15,2464.7,949264,1441.84,170488,0.6057,1.7272,5.75,11.5,6.5,3.19,4.03,2.1
25-Mar-92,3259.4,104841.6,407.52,2464.9,954022,1449.66,153598,0.6039,1.7313,5.75,11.5,6.5,3.19,4.03,2.1
1-Apr-92,3249.3,79858.2,404.23,2408.6,997123,1393.81,166488,0.6024,1.726,5.75,11.5,6.5,3.18,4.28,2.19
8-Apr-92,3181.4,112485.3,394.5,2393.2,1052318,1364.37,,0.6061,1.749,5.5,11.5,6.5,3.18,4.28,2.19
15-Apr-92,3353.8,107883.9,416.28,2640.2,1676533,1394.32,164428,0.6044,1.755,5.5,11.5,6.5,3.18,4.28,2.19
22-Apr-92,3338.8,88368.2,409.81,2607.8,,1403.1,,0.6033,1.7625,5.5,11.5,6.5,3.18,4.28,2.19
29-Apr-92,3333.2,107774.1,412.02,2664.9,1072399,1436.96,173451,0.6046,1.7725,5.5,11.5,6.5,3.18,4.28,2.19
6-May-92,3369.4,97039.1,416.79,2698.7,,1473.26,,0.6059,1.7972,5.5,11,6.5,3.02,4.34,2.4
13-May-92,3392,82989.4,416.45,2720.5,1279513,1461.52,176087,0.6146,1.825,5.5,11,6.5,3.02,4.34,2.4
20-May-92,3393.8,106835.6,415.39,2711.9,1099004,1472.87,,0.6138,1.831,5.5,11,6.5,3.02,4.34,2.4
27-May-92,3370.5,85213.1,412.17,2698.6,,1506.54,227648,0.6118,1.794,5.5,11,6.5,3.02,4.34,2.4
3-Jun-92,3407,105437.4,414.59,2680.9,944019,1513.72,291716,0.6139,1.8195,5.5,11,6.5,3.09,3.88,2.18
10-Jun-92,3343.2,102795.2,407.25,2636.1,875332,1511.41,162329,0.6148,1.833,5.5,11,6.5,3.09,3.88,2.18
